mouse_id,genotype,session_id,seg_id,model,nll,aic,bic
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,hmm,55.3951719626086,130.790343925217,155.78844062852
497,WT,1,497__MOUSE PRL 7 to Reversal__1__WT__0.8,random,62.0272209872465,126.054441974493,128.554251644823
497,WT,1,497__MOUSE PRL 7 to Reversal__1__WT__0.8,wsls,57.5660352839676,119.132070567935,124.131689908596
497,WT,1,497__MOUSE PRL 7 to Reversal__1__WT__0.8,q-learning,56.0215923283181,116.043184656636,121.042803997297
497,WT,1,497__MOUSE PRL 7 to Reversal__1__WT__0.8,assymetric q-learning,54.9184829049527,115.836965809905,123.336394820896
497,WT,1,497__MOUSE PRL 7 to Reversal__1__WT__0.8,q-learning with stickiness,54.8210786532822,117.642157306564,127.641395987885
497,WT,1,497__MOUSE PRL 7 to Reversal__1__WT__0.8,q-learning dual-alpha with stickiness,54.2824855289326,118.564971057865,131.064019409517
497,WT,1,497__MOUSE PRL 7 to Reversal__1__WT__0.8,hmm,55.2626530688885,130.525306137777,155.52340284108
497,WT,2,497__MOUSE PRL 7 to Reversal__2__WT__0.8,random,62.3832462502151,126.76649250043,129.26630217076
497,WT,2,497__MOUSE PRL 7 to Reversal__2__WT__0.8,wsls,55.4742470955413,114.948494191083,119.948113531743
497,WT,2,497__MOUSE PRL 7 to Reversal__2__WT__0.8,q-learning,52.7444645976628,109.488929195326,114.488548535986
497,WT,2,497__MOUSE PRL 7 to Reversal__2__WT__0.8,assymetric q-learning,51.0134810198334,108.026962039667,115.526391050658
497,WT,2,497__MOUSE PRL 7 to Reversal__2__WT__0.8,q-learning with stickiness,52.5252465952355,113.050493190471,123.049731871792
497,WT,2,497__MOUSE PRL 7 to Reversal__2__WT__0.8,q-learning dual-alpha with stickiness,50.803811908076,111.607623816152,124.106672167803
497,WT,2,497__MOUSE PRL 7 to Reversal__2__WT__0.8,hmm,54.9728110524957,129.945622104991,154.943718808294
497,WT,3,497__MOUSE PRL 7 to Reversal__3__WT__0.8,random,62.3832462502151,126.76649250043,129.26630217076
497,WT,3,497__MOUSE PRL 7 to Reversal__3__WT__0.8,wsls,58.2117180887695,120.423436177539,125.4230555182
497,WT,3,497__MOUSE PRL 7 to Reversal__3__WT__0.8,q-learning,58.9978845926695,121.995769185339,126.995388525999
497,WT,3,497__MOUSE PRL 7 to Reversal__3__WT__0.8,assymetric q-learning,58.5272090227417,123.054418045483,130.553847056474
497,WT,3,497__MOUSE PRL 7 to Reversal__3__WT__0.8,q-learning with stickiness,56.476527219381,120.953054438762,130.952293120083
497,WT,3,497__MOUSE PRL 7 to Reversal__3__WT__0.8,q-learning dual-alpha with stickiness,56.0303765256907,122.060753051381,134.559801403033
497,WT,3,497__MOUSE PRL 7 to Reversal__3__WT__0.8,hmm,58.2977009586741,136.595401917348,161.593498620651
498,NL3,1,498__MOUSE PRL 7 to Reversal__1__NL3__0.8,random,62.0272209872465,126.054441974493,128.554251644823
498,NL3,1,498__MOUSE PRL 7 to Reversal__1__NL3__0.8,wsls,52.0653109979877,108.130621995975,113.130241336636
498,NL3,1,498__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning,59.3188458769832,122.637691753966,127.637311094627
498,NL3,1,498__MOUSE PRL 7 to Reversal__1__NL3__0.8,assymetric q-learning,59.2182634545422,124.436526909084,131.935955920075
498,NL3,1,498__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning with stickiness,52.4510025201278,112.902005040256,122.901243721577
498,NL3,1,498__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning dual-alpha with stickiness,52.4138087955539,114.827617591108,127.326665942759
498,NL3,1,498__MOUSE PRL 7 to Reversal__1__NL3__0.8,hmm,51.0306429243504,122.061285848701,147.059382552003
498,NL3,2,498__MOUSE PRL 7 to Reversal__2__NL3__0.8,random,59.1441985345807,120.288397069161,122.788206739492
498,NL3,2,498__MOUSE PRL 7 to Reversal__2__NL3__0.8,wsls,47.9262362495567,99.8524724991134,104.852091839774
498,NL3,2,498__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning,48.6938135162222,101.387627032444,106.387246373105
498,NL3,2,498__MOUSE PRL 7 to Reversal__2__NL3__0.8,assymetric q-learning,46.8841915745707,99.7683831491415,107.267812160132
498,NL3,2,498__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning with stickiness,48.4067830891678,104.813566178336,114.812804859657
498,NL3,2,498__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning dual-alpha with stickiness,46.5276367389038,103.055273477808,115.554321829459
498,NL3,2,498__MOUSE PRL 7 to Reversal__2__NL3__0.8,hmm,52.7824336601925,125.564867320385,150.562964023688
498,NL3,3,498__MOUSE PRL 7 to Reversal__3__NL3__0.8,random,59.1441985345807,120.288397069161,122.788206739492
498,NL3,3,498__MOUSE PRL 7 to Reversal__3__NL3__0.8,wsls,52.1465466341113,108.293093268223,113.292712608883
498,NL3,3,498__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning,53.4028276598244,110.805655319649,115.805274660309
498,NL3,3,498__MOUSE PRL 7 to Reversal__3__NL3__0.8,assymetric q-learning,51.43672445619,108.87344891238,116.372877923371
498,NL3,3,498__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning with stickiness,49.030999897454,106.061999794908,116.061238476229
498,NL3,3,498__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning dual-alpha with stickiness,47.8990421663554,105.798084332711,118.297132684362
498,NL3,3,498__MOUSE PRL 7 to Reversal__3__NL3__0.8,hmm,50.2894146516466,120.578829303293,145.576926006596
499,NL3,1,499__MOUSE PRL 7 to Reversal__1__NL3__0.8,random,61.289922893707,124.579845787414,127.079655457744
499,NL3,1,499__MOUSE PRL 7 to Reversal__1__NL3__0.8,wsls,56.9335490110641,117.867098022128,122.866717362789
499,NL3,1,499__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning,57.9694715601394,119.938943120279,124.938562460939
499,NL3,1,499__MOUSE PRL 7 to Reversal__1__NL3__0.8,assymetric q-learning,56.3482313457598,118.69646269152,126.19589170251
499,NL3,1,499__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning with stickiness,56.6369142965456,121.273828593091,131.273067274412
499,NL3,1,499__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning dual-alpha with stickiness,55.5072938966413,121.014587793283,133.513636144934
499,NL3,1,499__MOUSE PRL 7 to Reversal__1__NL3__0.8,hmm,58.0770821844339,136.154164368868,161.15226107217
499,NL3,2,499__MOUSE PRL 7 to Reversal__2__NL3__0.8,random,61.289922893707,124.579845787414,127.079655457744
499,NL3,2,499__MOUSE PRL 7 to Reversal__2__NL3__0.8,wsls,59.3754400915728,122.750880183146,127.750499523806
499,NL3,2,499__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning,58.9110894753503,121.822178950701,126.821798291361
499,NL3,2,499__MOUSE PRL 7 to Reversal__2__NL3__0.8,assymetric q-learning,58.7165976120379,123.433195224076,130.932624235067
